path, pred class, actual
test/3.jpg,hydroplane racing,hydroplane racing
test/4.jpg,hydroplane racing,hydroplane racing
test/5.jpg,hydroplane racing,hydroplane racing
test/1.jpg,ice climbing,ice climbing
test/2.jpg,ice climbing,ice climbing
test/3.jpg,ice climbing,ice climbing
test/4.jpg,ice climbing,ice climbing
test/5.jpg,ice climbing,ice climbing
test/1.jpg,ice yachting,ice yachting
test/2.jpg,ice yachting,ice yachting
test/3.jpg,ice yachting,ice yachting
test/4.jpg,ice yachting,ice yachting
test/5.jpg,ice yachting,ice yachting
test/1.jpg,jai alai,jai alai
test/2.jpg,jai alai,jai alai
test/3.jpg,jai alai,jai alai
test/4.jpg,jai alai,jai alai
test/5.jpg,jai alai,jai alai
test/1.jpg,javelin,javelin
test/2.jpg,javelin,javelin
test/3.jpg,javelin,javelin
test/4.jpg,javelin,javelin
test/5.jpg,javelin,javelin
test/1.jpg,jousting,jousting
test/2.jpg,jousting,jousting
test/3.jpg,jousting,jousting
test/4.jpg,jousting,jousting
test/5.jpg,jousting,jousting
test/1.jpg,judo,judo
test/2.jpg,judo,judo
test/3.jpg,judo,judo
test/4.jpg,judo,judo
test/5.jpg,judo,judo
test/1.jpg,lacrosse,lacrosse
test/2.jpg,football,lacrosse
test/3.jpg,lacrosse,lacrosse
test/4.jpg,lacrosse,lacrosse
test/5.jpg,lacrosse,lacrosse
test/1.jpg,log rolling,log rolling
test/2.jpg,log rolling,log rolling
test/3.jpg,log rolling,log rolling
test/4.jpg,log rolling,log rolling
test/5.jpg,log rolling,log rolling
test/1.jpg,luge,luge
test/2.jpg,luge,luge
test/3.jpg,luge,luge
test/4.jpg,luge,luge
test/5.jpg,luge,luge
test/1.jpg,motorcycle racing,motorcycle racing
test/2.jpg,motorcycle racing,motorcycle racing
test/3.jpg,motorcycle racing,motorcycle racing
test/4.jpg,motorcycle racing,motorcycle racing
test/5.jpg,motorcycle racing,motorcycle racing
test/1.jpg,mushing,mushing
test/2.jpg,mushing,mushing
test/3.jpg,mushing,mushing
test/4.jpg,mushing,mushing
test/5.jpg,mushing,mushing
test/1.jpg,nascar racing,nascar racing
test/2.jpg,nascar racing,nascar racing
test/3.jpg,nascar racing,nascar racing
test/4.jpg,nascar racing,nascar racing
test/5.jpg,nascar racing,nascar racing
test/1.jpg,olympic wrestling,olympic wrestling
test/2.jpg,olympic wrestling,olympic wrestling
test/3.jpg,olympic wrestling,olympic wrestling
test/4.jpg,olympic wrestling,olympic wrestling
test/5.jpg,olympic wrestling,olympic wrestling
test/1.jpg,parallel bar,parallel bar
test/2.jpg,parallel bar,parallel bar
test/3.jpg,parallel bar,parallel bar
test/4.jpg,parallel bar,parallel bar
test/5.jpg,parallel bar,parallel bar
test/1.jpg,axe throwing,pole climbing
test/2.jpg,pole climbing,pole climbing
test/3.jpg,pole climbing,pole climbing
test/4.jpg,pole climbing,pole climbing
test/5.jpg,pole climbing,pole climbing
test/1.jpg,pole dancing,pole dancing
test/2.jpg,pole dancing,pole dancing
test/3.jpg,pole dancing,pole dancing
test/4.jpg,pole dancing,pole dancing
test/5.jpg,pole dancing,pole dancing
test/1.jpg,pole vault,pole vault
test/2.jpg,pole vault,pole vault
test/3.jpg,pole vault,pole vault
test/4.jpg,pole vault,pole vault
test/5.jpg,pole vault,pole vault
test/1.jpg,polo,polo
test/2.jpg,polo,polo
test/3.jpg,polo,polo
test/4.jpg,polo,polo
test/5.jpg,polo,polo
test/1.jpg,pommel horse,pommel horse
test/2.jpg,pommel horse,pommel horse
test/3.jpg,pommel horse,pommel horse
test/4.jpg,pommel horse,pommel horse
test/5.jpg,pommel horse,pommel horse
test/1.jpg,rings,rings
test/2.jpg,rings,rings
test/3.jpg,rings,rings
test/4.jpg,rings,rings
test/5.jpg,rings,rings
test/1.jpg,rock climbing,rock climbing
test/2.jpg,rock climbing,rock climbing
test/3.jpg,rock climbing,rock climbing
test/4.jpg,rock climbing,rock climbing
test/5.jpg,rock climbing,rock climbing
test/1.jpg,roller derby,roller derby
test/2.jpg,roller derby,roller derby
test/3.jpg,speed skating,roller derby
test/4.jpg,roller derby,roller derby
test/5.jpg,roller derby,roller derby
test/1.jpg,rollerblade racing,rollerblade racing
test/2.jpg,rollerblade racing,rollerblade racing
test/3.jpg,rollerblade racing,rollerblade racing
test/4.jpg,rollerblade racing,rollerblade racing
test/5.jpg,rollerblade racing,rollerblade racing
test/1.jpg,rowing,rowing
test/2.jpg,rowing,rowing
test/3.jpg,rowing,rowing
test/4.jpg,rowing,rowing
test/5.jpg,rowing,rowing
test/1.jpg,rugby,rugby
test/2.jpg,rugby,rugby
test/3.jpg,rugby,rugby
test/4.jpg,rugby,rugby
test/5.jpg,rugby,rugby
test/1.jpg,sailboat racing,sailboat racing
test/2.jpg,sailboat racing,sailboat racing
test/3.jpg,sailboat racing,sailboat racing
test/4.jpg,sailboat racing,sailboat racing
test/5.jpg,sailboat racing,sailboat racing
test/1.jpg,shot put,shot put
test/2.jpg,javelin,shot put
test/3.jpg,shot put,shot put
test/4.jpg,shot put,shot put
test/5.jpg,shot put,shot put
test/1.jpg,shuffleboard,shuffleboard
test/2.jpg,shuffleboard,shuffleboard
test/3.jpg,shuffleboard,shuffleboard
test/4.jpg,shuffleboard,shuffleboard
test/5.jpg,shuffleboard,shuffleboard
test/1.jpg,sidecar racing,sidecar racing
test/2.jpg,sidecar racing,sidecar racing
test/3.jpg,motorcycle racing,sidecar racing
test/4.jpg,sidecar racing,sidecar racing
test/5.jpg,sidecar racing,sidecar racing
test/1.jpg,ski jumping,ski jumping
test/2.jpg,ski jumping,ski jumping
test/3.jpg,ski jumping,ski jumping
test/4.jpg,ski jumping,ski jumping
test/5.jpg,ski jumping,ski jumping
test/1.jpg,sky surfing,sky surfing
test/2.jpg,sky surfing,sky surfing
test/3.jpg,sky surfing,sky surfing
test/4.jpg,sky surfing,sky surfing
test/5.jpg,sky surfing,sky surfing
test/1.jpg,skydiving,skydiving
test/2.jpg,skydiving,skydiving
test/3.jpg,skydiving,skydiving
test/4.jpg,skydiving,skydiving
test/5.jpg,skydiving,skydiving
test/1.jpg,giant slalom,snow boarding
test/2.jpg,snow boarding,snow boarding
test/3.jpg,snow boarding,snow boarding
test/4.jpg,giant slalom,snow boarding
test/5.jpg,snow boarding,snow boarding
test/1.jpg,snowmobile racing,snowmobile racing
test/2.jpg,snowmobile racing,snowmobile racing
test/3.jpg,snowmobile racing,snowmobile racing
test/4.jpg,snowmobile racing,snowmobile racing
test/5.jpg,snowmobile racing,snowmobile racing
test/1.jpg,speed skating,speed skating
test/2.jpg,speed skating,speed skating
test/3.jpg,speed skating,speed skating
test/4.jpg,speed skating,speed skating
test/5.jpg,speed skating,speed skating
test/1.jpg,steer wrestling,steer wrestling
test/2.jpg,steer wrestling,steer wrestling
test/3.jpg,steer wrestling,steer wrestling
test/4.jpg,bull riding,steer wrestling
test/5.jpg,steer wrestling,steer wrestling
test/1.jpg,sumo wrestling,sumo wrestling
test/2.jpg,arm wrestling,sumo wrestling
test/3.jpg,sumo wrestling,sumo wrestling
test/4.jpg,sumo wrestling,sumo wrestling
test/5.jpg,sumo wrestling,sumo wrestling
test/1.jpg,surfing,surfing
test/2.jpg,surfing,surfing
test/3.jpg,surfing,surfing
test/4.jpg,surfing,surfing
test/5.jpg,surfing,surfing
test/1.jpg,swimming,swimming
test/2.jpg,swimming,swimming
test/3.jpg,swimming,swimming
test/4.jpg,swimming,swimming
test/5.jpg,swimming,swimming
test/1.jpg,table tennis,table tennis
test/2.jpg,table tennis,table tennis
test/3.jpg,table tennis,table tennis
test/4.jpg,table tennis,table tennis
test/5.jpg,table tennis,table tennis
test/1.jpg,tennis,tennis
test/2.jpg,tennis,tennis
test/3.jpg,tennis,tennis
test/4.jpg,tennis,tennis
test/5.jpg,hurdles,tennis
test/1.jpg,track bicycle,track bicycle
test/2.jpg,track bicycle,track bicycle
test/3.jpg,track bicycle,track bicycle
test/4.jpg,track bicycle,track bicycle
test/5.jpg,track bicycle,track bicycle
test/1.jpg,trapeze,trapeze
test/2.jpg,pole dancing,trapeze
test/3.jpg,trapeze,trapeze
test/4.jpg,trapeze,trapeze
test/5.jpg,trapeze,trapeze
test/1.jpg,tug of war,tug of war
test/2.jpg,tug of war,tug of war
test/3.jpg,tug of war,tug of war
test/4.jpg,tug of war,tug of war
test/5.jpg,tug of war,tug of war
test/1.jpg,ultimate,ultimate
test/2.jpg,ultimate,ultimate
test/3.jpg,tug of war,ultimate
test/4.jpg,ultimate,ultimate
test/5.jpg,lacrosse,ultimate
test/1.jpg,uneven bars,uneven bars
test/2.jpg,uneven bars,uneven bars
test/3.jpg,uneven bars,uneven bars
test/4.jpg,uneven bars,uneven bars
test/5.jpg,uneven bars,uneven bars
test/1.jpg,volleyball,volleyball
test/2.jpg,volleyball,volleyball
test/3.jpg,volleyball,volleyball
test/4.jpg,volleyball,volleyball
test/5.jpg,volleyball,volleyball
test/1.jpg,water cycling,water cycling
test/2.jpg,water cycling,water cycling
test/3.jpg,water cycling,water cycling
test/4.jpg,water cycling,water cycling
test/5.jpg,water cycling,water cycling
test/1.jpg,water polo,water polo
test/2.jpg,water polo,water polo
test/3.jpg,water polo,water polo
test/4.jpg,water polo,water polo
test/5.jpg,water polo,water polo
test/1.jpg,weightlifting,weightlifting
test/2.jpg,weightlifting,weightlifting
test/3.jpg,weightlifting,weightlifting
test/4.jpg,weightlifting,weightlifting
test/5.jpg,weightlifting,weightlifting
test/1.jpg,wheelchair basketball,wheelchair basketball
test/2.jpg,wheelchair basketball,wheelchair basketball
test/3.jpg,wheelchair basketball,wheelchair basketball
test/4.jpg,wheelchair basketball,wheelchair basketball
test/5.jpg,wheelchair basketball,wheelchair basketball
test/1.jpg,harness racing,wheelchair racing
test/2.jpg,wheelchair racing,wheelchair racing
test/3.jpg,wheelchair racing,wheelchair racing
test/4.jpg,wheelchair racing,wheelchair racing
test/5.jpg,wheelchair racing,wheelchair racing
test/1.jpg,wingsuit flying,wingsuit flying
test/2.jpg,wingsuit flying,wingsuit flying
test/3.jpg,wingsuit flying,wingsuit flying
test/4.jpg,wingsuit flying,wingsuit flying
test/5.jpg,wingsuit flying,wingsuit flying
