path, pred class, actual
test/2.jpg,bungee jumping,hydroplane racing
test/3.jpg,hydroplane racing,hydroplane racing
test/4.jpg,hydroplane racing,hydroplane racing
test/5.jpg,hydroplane racing,hydroplane racing
test/1.jpg,ice climbing,ice climbing
test/2.jpg,snowmobile racing,ice climbing
test/3.jpg,ice climbing,ice climbing
test/4.jpg,ice climbing,ice climbing
test/5.jpg,wingsuit flying,ice climbing
test/1.jpg,canoe slamon,ice yachting
test/2.jpg,ice yachting,ice yachting
test/3.jpg,ice yachting,ice yachting
test/4.jpg,ice yachting,ice yachting
test/5.jpg,ice yachting,ice yachting
test/1.jpg,jai alai,jai alai
test/2.jpg,jai alai,jai alai
test/3.jpg,jai alai,jai alai
test/4.jpg,jai alai,jai alai
test/5.jpg,jai alai,jai alai
test/1.jpg,shot put,javelin
test/2.jpg,javelin,javelin
test/3.jpg,pommel horse,javelin
test/4.jpg,baton twirling,javelin
test/5.jpg,high jump,javelin
test/1.jpg,horse racing,jousting
test/2.jpg,polo,jousting
test/3.jpg,polo,jousting
test/4.jpg,jousting,jousting
test/5.jpg,football,jousting
test/1.jpg,curling,judo
test/2.jpg,surfing,judo
test/3.jpg,judo,judo
test/4.jpg,judo,judo
test/5.jpg,judo,judo
test/1.jpg,lacrosse,lacrosse
test/2.jpg,lacrosse,lacrosse
test/3.jpg,lacrosse,lacrosse
test/4.jpg,lacrosse,lacrosse
test/5.jpg,jai alai,lacrosse
test/1.jpg,log rolling,log rolling
test/2.jpg,water polo,log rolling
test/3.jpg,bull riding,log rolling
test/4.jpg,tug of war,log rolling
test/5.jpg,bull riding,log rolling
test/1.jpg,luge,luge
test/2.jpg,luge,luge
test/3.jpg,luge,luge
test/4.jpg,wingsuit flying,luge
test/5.jpg,snowmobile racing,luge
test/1.jpg,sidecar racing,motorcycle racing
test/2.jpg,motorcycle racing,motorcycle racing
test/3.jpg,motorcycle racing,motorcycle racing
test/4.jpg,motorcycle racing,motorcycle racing
test/5.jpg,motorcycle racing,motorcycle racing
test/1.jpg,mushing,mushing
test/2.jpg,mushing,mushing
test/3.jpg,mushing,mushing
test/4.jpg,mushing,mushing
test/5.jpg,mushing,mushing
test/1.jpg,nascar racing,nascar racing
test/2.jpg,nascar racing,nascar racing
test/3.jpg,snowmobile racing,nascar racing
test/4.jpg,nascar racing,nascar racing
test/5.jpg,formula 1 racing,nascar racing
test/1.jpg,olympic wrestling,olympic wrestling
test/2.jpg,olympic wrestling,olympic wrestling
test/3.jpg,olympic wrestling,olympic wrestling
test/4.jpg,olympic wrestling,olympic wrestling
test/5.jpg,table tennis,olympic wrestling
test/1.jpg,parallel bar,parallel bar
test/2.jpg,fencing,parallel bar
test/3.jpg,uneven bars,parallel bar
test/4.jpg,high jump,parallel bar
test/5.jpg,uneven bars,parallel bar
test/1.jpg,steer wrestling,pole climbing
test/2.jpg,pole climbing,pole climbing
test/3.jpg,pole climbing,pole climbing
test/4.jpg,pole climbing,pole climbing
test/5.jpg,pole climbing,pole climbing
test/1.jpg,pole dancing,pole dancing
test/2.jpg,pole dancing,pole dancing
test/3.jpg,weightlifting,pole dancing
test/4.jpg,figure skating women,pole dancing
test/5.jpg,pole dancing,pole dancing
test/1.jpg,pole vault,pole vault
test/2.jpg,pole vault,pole vault
test/3.jpg,parallel bar,pole vault
test/4.jpg,weightlifting,pole vault
test/5.jpg,pole vault,pole vault
test/1.jpg,polo,polo
test/2.jpg,polo,polo
test/3.jpg,polo,polo
test/4.jpg,polo,polo
test/5.jpg,polo,polo
test/1.jpg,pommel horse,pommel horse
test/2.jpg,pommel horse,pommel horse
test/3.jpg,pommel horse,pommel horse
test/4.jpg,pommel horse,pommel horse
test/5.jpg,pommel horse,pommel horse
test/1.jpg,rings,rings
test/2.jpg,rings,rings
test/3.jpg,rings,rings
test/4.jpg,baseball,rings
test/5.jpg,rings,rings
test/1.jpg,rock climbing,rock climbing
test/2.jpg,bungee jumping,rock climbing
test/3.jpg,rock climbing,rock climbing
test/4.jpg,rock climbing,rock climbing
test/5.jpg,rock climbing,rock climbing
test/1.jpg,roller derby,roller derby
test/2.jpg,roller derby,roller derby
test/3.jpg,roller derby,roller derby
test/4.jpg,wheelchair basketball,roller derby
test/5.jpg,roller derby,roller derby
test/1.jpg,rollerblade racing,rollerblade racing
test/2.jpg,roller derby,rollerblade racing
test/3.jpg,rollerblade racing,rollerblade racing
test/4.jpg,rollerblade racing,rollerblade racing
test/5.jpg,rollerblade racing,rollerblade racing
test/1.jpg,formula 1 racing,rowing
test/2.jpg,rowing,rowing
test/3.jpg,rowing,rowing
test/4.jpg,rowing,rowing
test/5.jpg,rowing,rowing
test/1.jpg,wheelchair basketball,rugby
test/2.jpg,rugby,rugby
test/3.jpg,rugby,rugby
test/4.jpg,rugby,rugby
test/5.jpg,rugby,rugby
test/1.jpg,sailboat racing,sailboat racing
test/2.jpg,sailboat racing,sailboat racing
test/3.jpg,sailboat racing,sailboat racing
test/4.jpg,sailboat racing,sailboat racing
test/5.jpg,sailboat racing,sailboat racing
test/1.jpg,shot put,shot put
test/2.jpg,javelin,shot put
test/3.jpg,shot put,shot put
test/4.jpg,javelin,shot put
test/5.jpg,shot put,shot put
test/1.jpg,shuffleboard,shuffleboard
test/2.jpg,arm wrestling,shuffleboard
test/3.jpg,shuffleboard,shuffleboard
test/4.jpg,figure skating women,shuffleboard
test/5.jpg,shuffleboard,shuffleboard
test/1.jpg,formula 1 racing,sidecar racing
test/2.jpg,nascar racing,sidecar racing
test/3.jpg,bull riding,sidecar racing
test/4.jpg,sidecar racing,sidecar racing
test/5.jpg,sidecar racing,sidecar racing
test/1.jpg,snow boarding,ski jumping
test/2.jpg,figure skating men,ski jumping
test/3.jpg,snow boarding,ski jumping
test/4.jpg,horse jumping,ski jumping
test/5.jpg,snow boarding,ski jumping
test/1.jpg,skydiving,sky surfing
test/2.jpg,weightlifting,sky surfing
test/3.jpg,sky surfing,sky surfing
test/4.jpg,trapeze,sky surfing
test/5.jpg,sky surfing,sky surfing
test/1.jpg,skydiving,skydiving
test/2.jpg,skydiving,skydiving
test/3.jpg,skydiving,skydiving
test/4.jpg,skydiving,skydiving
test/5.jpg,skydiving,skydiving
test/1.jpg,canoe slamon,snow boarding
test/2.jpg,snow boarding,snow boarding
test/3.jpg,skydiving,snow boarding
test/4.jpg,giant slalom,snow boarding
test/5.jpg,snow boarding,snow boarding
test/1.jpg,bobsled,snowmobile racing
test/2.jpg,snowmobile racing,snowmobile racing
test/3.jpg,snowmobile racing,snowmobile racing
test/4.jpg,snowmobile racing,snowmobile racing
test/5.jpg,snowmobile racing,snowmobile racing
test/1.jpg,speed skating,speed skating
test/2.jpg,speed skating,speed skating
test/3.jpg,speed skating,speed skating
test/4.jpg,speed skating,speed skating
test/5.jpg,speed skating,speed skating
test/1.jpg,barell racing,steer wrestling
test/2.jpg,log rolling,steer wrestling
test/3.jpg,barell racing,steer wrestling
test/4.jpg,gaga,steer wrestling
test/5.jpg,steer wrestling,steer wrestling
test/1.jpg,sumo wrestling,sumo wrestling
test/2.jpg,arm wrestling,sumo wrestling
test/3.jpg,sumo wrestling,sumo wrestling
test/4.jpg,sumo wrestling,sumo wrestling
test/5.jpg,judo,sumo wrestling
test/1.jpg,surfing,surfing
test/2.jpg,surfing,surfing
test/3.jpg,surfing,surfing
test/4.jpg,surfing,surfing
test/5.jpg,surfing,surfing
test/1.jpg,swimming,swimming
test/2.jpg,water polo,swimming
test/3.jpg,swimming,swimming
test/4.jpg,swimming,swimming
test/5.jpg,swimming,swimming
test/1.jpg,sky surfing,table tennis
test/2.jpg,air hockey,table tennis
test/3.jpg,field hockey,table tennis
test/4.jpg,table tennis,table tennis
test/5.jpg,uneven bars,table tennis
test/1.jpg,tennis,tennis
test/2.jpg,fencing,tennis
test/3.jpg,tennis,tennis
test/4.jpg,air hockey,tennis
test/5.jpg,hurdles,tennis
test/1.jpg,track bicycle,track bicycle
test/2.jpg,track bicycle,track bicycle
test/3.jpg,track bicycle,track bicycle
test/4.jpg,track bicycle,track bicycle
test/5.jpg,track bicycle,track bicycle
test/1.jpg,figure skating pairs,trapeze
test/2.jpg,luge,trapeze
test/3.jpg,figure skating women,trapeze
test/4.jpg,trapeze,trapeze
test/5.jpg,trapeze,trapeze
test/1.jpg,ampute football,tug of war
test/2.jpg,tug of war,tug of war
test/3.jpg,tug of war,tug of war
test/4.jpg,horse jumping,tug of war
test/5.jpg,cheerleading,tug of war
test/1.jpg,ultimate,ultimate
test/2.jpg,cheerleading,ultimate
test/3.jpg,ultimate,ultimate
test/4.jpg,cricket,ultimate
test/5.jpg,ampute football,ultimate
test/1.jpg,parallel bar,uneven bars
test/2.jpg,high jump,uneven bars
test/3.jpg,balance beam,uneven bars
test/4.jpg,uneven bars,uneven bars
test/5.jpg,uneven bars,uneven bars
test/1.jpg,high jump,volleyball
test/2.jpg,bowling,volleyball
test/3.jpg,volleyball,volleyball
test/4.jpg,volleyball,volleyball
test/5.jpg,volleyball,volleyball
test/1.jpg,water cycling,water cycling
test/2.jpg,water cycling,water cycling
test/3.jpg,baseball,water cycling
test/4.jpg,wingsuit flying,water cycling
test/5.jpg,water cycling,water cycling
test/1.jpg,swimming,water polo
test/2.jpg,water polo,water polo
test/3.jpg,water polo,water polo
test/4.jpg,water polo,water polo
test/5.jpg,water polo,water polo
test/1.jpg,weightlifting,weightlifting
test/2.jpg,weightlifting,weightlifting
test/3.jpg,weightlifting,weightlifting
test/4.jpg,weightlifting,weightlifting
test/5.jpg,weightlifting,weightlifting
test/1.jpg,wheelchair basketball,wheelchair basketball
test/2.jpg,wheelchair basketball,wheelchair basketball
test/3.jpg,wheelchair basketball,wheelchair basketball
test/4.jpg,wheelchair basketball,wheelchair basketball
test/5.jpg,wheelchair basketball,wheelchair basketball
test/1.jpg,harness racing,wheelchair racing
test/2.jpg,wheelchair racing,wheelchair racing
test/3.jpg,wheelchair racing,wheelchair racing
test/4.jpg,track bicycle,wheelchair racing
test/5.jpg,wheelchair racing,wheelchair racing
test/1.jpg,wingsuit flying,wingsuit flying
test/2.jpg,wingsuit flying,wingsuit flying
test/3.jpg,wingsuit flying,wingsuit flying
test/4.jpg,bowling,wingsuit flying
test/5.jpg,wingsuit flying,wingsuit flying
